frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.98, 1, 0.87, 2.00, 0.73, 0.41, 1.66, 1.90, 0.00, 1.00, 1.49, 0.00, 2.23, 4.97, 5.00, 2.21, 4.14, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00
2, 0, 0.033, 0.98, 1, 0.56, 1.42, 0.80, 0.74, 1.57, 2.36, 0.06, 1.75, 1.43, 0.00, 0.74, 4.99, 4.17, 2.48, 3.10, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00
3, 0, 0.067, 0.98, 1, 0.30, 1.01, 0.81, 0.90, 1.52, 2.71, 0.10, 2.17, 1.35, 0.03, 0.00, 5.00, 3.57, 2.68, 2.49, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00
4, 0, 0.100, 0.98, 1, 0.13, 0.92, 0.81, 0.98, 1.55, 3.00, 0.16, 2.25, 1.36, 0.03, 0.00, 5.00, 3.60, 2.66, 2.45, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00
5, 0, 0.133, 0.98, 1, 0.03, 0.59, 0.73, 0.94, 1.61, 3.00, 0.10, 2.32, 1.29, 0.03, 0.00, 5.00, 3.43, 2.57, 2.56, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
6, 0, 0.167, 0.98, 1, 0.00, 0.34, 0.70, 1.02, 1.70, 2.97, 0.06, 2.26, 1.26, 0.00, 0.00, 4.97, 3.44, 2.32, 2.59, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
7, 0, 0.200, 0.98, 1, 0.00, 0.06, 0.67, 1.00, 1.79, 2.86, 0.00, 2.27, 1.22, 0.00, 0.07, 4.97, 3.45, 2.29, 2.50, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
8, 0, 0.234, 0.98, 1, 0.00, 0.05, 0.69, 1.02, 1.90, 2.93, 0.00, 2.26, 1.22, 0.00, 0.22, 4.97, 3.54, 2.22, 2.41, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
9, 0, 0.267, 0.98, 1, 0.00, 0.15, 0.67, 0.94, 1.95, 2.97, 0.00, 2.34, 1.25, 0.00, 0.34, 5.00, 3.83, 2.30, 2.59, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
10, 0, 0.300, 0.98, 1, 0.00, 0.25, 0.68, 0.86, 1.94, 2.90, 0.00, 2.38, 1.22, 0.00, 0.69, 5.00, 3.86, 2.28, 2.80, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
11, 0, 0.334, 0.98, 1, 0.00, 0.42, 0.73, 0.85, 1.86, 2.60, 0.00, 2.44, 1.21, 0.00, 1.00, 5.00, 4.12, 2.33, 3.19, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
12, 0, 0.367, 0.98, 1, 0.00, 0.48, 0.88, 0.82, 1.74, 2.74, 0.02, 2.22, 1.06, 0.00, 1.77, 5.00, 3.62, 2.26, 2.77, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
13, 0, 0.400, 0.98, 1, 0.00, 0.48, 0.96, 0.80, 1.71, 3.07, 0.02, 1.99, 0.93, 0.00, 2.20, 5.00, 3.11, 2.15, 2.24, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00
14, 0, 0.434, 0.98, 1, 0.02, 0.40, 1.01, 0.73, 1.67, 3.61, 0.02, 1.72, 0.75, 0.00, 2.56, 5.00, 2.40, 2.04, 1.46, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00
15, 0, 0.467, 0.98, 1, 0.02, 0.33, 0.99, 0.75, 1.67, 3.67, 0.00, 1.61, 0.70, 0.00, 2.65, 5.00, 2.37, 2.07, 1.19, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00
16, 0, 0.501, 0.98, 1, 0.02, 0.35, 1.02, 0.80, 1.61, 3.62, 0.03, 1.50, 0.64, 0.00, 2.49, 5.00, 2.26, 2.07, 1.14, 0.07, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00
17, 0, 0.534, 0.98, 1, 0.00, 0.42, 0.97, 0.84, 1.61, 3.52, 0.07, 1.46, 0.79, 0.00, 2.27, 5.00, 2.39, 2.32, 1.22, 0.07, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00
18, 0, 0.567, 0.98, 1, 0.00, 0.45, 0.94, 0.83, 1.59, 3.35, 0.12, 1.56, 0.91, 0.00, 1.96, 5.00, 2.31, 2.47, 1.21, 0.07, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00
19, 0, 0.601, 0.98, 1, 0.00, 0.36, 0.85, 0.79, 1.53, 3.25, 0.18, 1.67, 1.03, 0.00, 1.50, 5.00, 2.45, 2.66, 1.11, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00
20, 0, 0.634, 0.98, 1, 0.00, 0.30, 0.83, 0.70, 1.50, 3.27, 0.14, 1.73, 0.98, 0.00, 1.24, 5.00, 2.37, 2.59, 1.02, 0.04, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00
21, 0, 0.667, 0.98, 1, 0.00, 0.31, 0.79, 0.63, 1.50, 3.39, 0.15, 1.77, 1.02, 0.00, 0.89, 5.00, 2.39, 2.57, 1.13, 0.04, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00
22, 0, 0.701, 0.98, 1, 0.00, 0.38, 0.78, 0.54, 1.51, 3.48, 0.19, 1.71, 1.04, 0.00, 0.95, 5.00, 2.19, 2.60, 1.10, 0.04, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00
23, 0, 0.734, 0.98, 1, 0.00, 0.40, 0.85, 0.49, 1.50, 3.47, 0.31, 1.63, 1.04, 0.00, 0.62, 5.00, 2.15, 2.68, 1.04, 0.12, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00
24, 0, 0.767, 0.98, 1, 0.00, 0.29, 0.93, 0.46, 1.50, 3.40, 0.29, 1.54, 0.95, 0.00, 0.66, 5.00, 2.17, 2.77, 0.95, 0.12, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00
