frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.88, 1, 0.78, 0.00, 0.42, 0.00, 0.00, 0.21, 0.00, 0.00, 0.00, 0.37, 0.99, 0.56, 1.29, 0.00, 0.06, 0.24, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
2, 0, 0.100, 0.98, 1, 0.59, 0.00, 0.24, 0.00, 0.00, 0.07, 0.00, 0.00, 0.04, 0.56, 0.88, 0.58, 0.90, 0.00, 0.02, 0.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00
3, 0, 0.200, 0.88, 1, 0.49, 0.00, 0.15, 0.00, 0.00, 0.00, 0.02, 0.00, 0.09, 0.81, 0.73, 0.65, 0.69, 0.00, 0.00, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00
4, 0, 0.300, 0.88, 1, 0.39, 0.01, 0.10, 0.00, 0.00, 0.00, 0.05, 0.00, 0.08, 0.97, 0.66, 0.49, 0.47, 0.00, 0.00, 0.08, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00
5, 0, 0.400, 0.88, 1, 0.24, 0.09, 0.09, 0.00, 0.02, 0.00, 0.10, 0.05, 0.33, 0.74, 0.59, 0.73, 0.31, 0.00, 0.30, 0.08, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00
6, 0, 0.500, 0.93, 1, 0.09, 0.15, 0.04, 0.00, 0.27, 0.31, 0.07, 0.29, 0.62, 0.71, 0.40, 0.92, 0.20, 0.00, 0.30, 0.06, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00
7, 0, 0.600, 0.98, 1, 0.00, 0.14, 0.00, 0.00, 0.60, 0.45, 0.05, 0.60, 1.01, 0.72, 0.44, 0.84, 0.19, 0.00, 0.30, 0.00, 0.05, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
8, 0, 0.700, 0.98, 1, 0.00, 0.07, 0.00, 0.00, 0.58, 0.45, 0.00, 0.55, 0.74, 0.72, 0.23, 0.45, 0.16, 0.00, 0.00, 0.00, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
9, 0, 0.800, 0.03, 0, 0.00, 0.00, 0.00, 0.00, 0.33, 0.14, 0.00, 0.30, 0.40, 0.37, 0.23, 0.00, 0.03, 0.00, 0.00, 0.00, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
10, 0, 0.900, 0.03, 0, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
