frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.98, 1, 0.23, 0.23, 0.79, 0.00, 0.57, 3.22, 0.00, 0.49, 0.00, 0.00, 0.37, 0.08, 0.00, 0.00, 1.21, 0.15, 0.45, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
2, 0, 0.100, 0.98, 1, 0.16, 0.26, 0.90, 0.00, 0.50, 3.22, 0.00, 0.45, 0.00, 0.00, 0.35, 0.13, 0.00, 0.00, 1.12, 0.36, 0.35, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
3, 0, 0.200, 0.98, 1, 0.08, 0.27, 0.95, 0.00, 0.42, 3.08, 0.00, 0.45, 0.00, 0.00, 0.23, 0.16, 0.00, 0.00, 1.11, 0.57, 0.41, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
4, 0, 0.300, 0.98, 1, 0.02, 0.19, 1.00, 0.00, 0.54, 3.26, 0.09, 0.53, 0.00, 0.00, 0.14, 0.24, 0.00, 0.00, 1.28, 0.92, 0.67, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
5, 0, 0.400, 0.98, 1, 0.00, 0.09, 1.00, 0.00, 0.62, 3.31, 0.14, 0.65, 0.00, 0.00, 0.01, 0.31, 0.00, 0.00, 1.46, 1.24, 0.82, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
6, 0, 0.500, 0.98, 1, 0.00, 0.00, 0.98, 0.00, 0.78, 3.60, 0.24, 0.74, 0.00, 0.00, 0.00, 0.31, 0.00, 0.00, 1.59, 1.49, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
7, 0, 0.600, 0.98, 1, 0.00, 0.00, 0.91, 0.00, 0.79, 3.65, 0.24, 0.75, 0.00, 0.00, 0.00, 0.28, 0.00, 0.00, 1.52, 1.50, 1.01, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
8, 0, 0.700, 0.98, 1, 0.00, 0.00, 0.76, 0.00, 0.71, 3.61, 0.21, 0.56, 0.00, 0.00, 0.00, 0.21, 0.08, 0.00, 1.26, 1.62, 1.03, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
9, 0, 0.800, 0.98, 1, 0.05, 0.05, 0.70, 0.00, 0.52, 3.18, 0.11, 0.31, 0.00, 0.00, 0.23, 0.23, 0.10, 0.19, 0.74, 1.37, 0.88, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00
10, 0, 0.900, 0.93, 1, 0.11, 0.05, 0.63, 0.00, 0.31, 2.86, 0.01, 0.06, 0.00, 0.00, 0.42, 0.21, 0.10, 0.40, 0.25, 1.10, 0.81, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
