frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.93, 1, 0.00, 0.26, 1.06, 0.00, 0.00, 0.00, 0.00, 0.25, 0.00, 0.93, 0.00, 1.17, 0.00, 0.18, 0.00, 0.44, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2, 0, 0.040, 0.93, 1, 0.00, 0.13, 1.12, 0.00, 0.01, 0.20, 0.06, 0.31, 0.00, 1.07, 0.00, 1.18, 0.00, 0.19, 0.00, 0.40, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3, 0, 0.080, 0.93, 1, 0.00, 0.05, 1.15, 0.00, 0.01, 0.35, 0.11, 0.34, 0.00, 1.13, 0.00, 1.21, 0.00, 0.21, 0.00, 0.39, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4, 0, 0.120, 0.93, 1, 0.00, 0.11, 1.21, 0.00, 0.00, 0.41, 0.06, 0.34, 0.00, 1.13, 0.00, 1.19, 0.00, 0.18, 0.00, 0.56, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5, 0, 0.160, 0.93, 1, 0.00, 0.26, 1.30, 0.00, 0.00, 0.41, 0.05, 0.35, 0.00, 1.04, 0.00, 1.16, 0.00, 0.15, 0.00, 0.71, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6, 0, 0.200, 0.93, 1, 0.00, 0.39, 1.25, 0.00, 0.00, 0.30, 0.11, 0.51, 0.00, 0.99, 0.01, 1.24, 0.00, 0.22, 0.00, 0.60, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7, 0, 0.240, 0.93, 1, 0.00, 0.38, 1.09, 0.00, 0.00, 0.17, 0.20, 0.65, 0.00, 0.92, 0.09, 1.40, 0.00, 0.38, 0.00, 0.35, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
8, 0, 0.280, 0.93, 1, 0.00, 0.34, 0.96, 0.00, 0.00, 0.04, 0.30, 0.77, 0.00, 0.93, 0.16, 1.52, 0.00, 0.53, 0.00, 0.11, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
9, 0, 0.320, 0.93, 1, 0.00, 0.32, 0.97, 0.00, 0.00, 0.00, 0.30, 0.74, 0.00, 0.95, 0.26, 1.57, 0.00, 0.57, 0.00, 0.13, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
10, 0, 0.360, 0.93, 1, 0.00, 0.24, 1.00, 0.00, 0.00, 0.06, 0.33, 0.72, 0.00, 0.95, 0.19, 1.58, 0.00, 0.64, 0.00, 0.08, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
11, 0, 0.400, 0.93, 1, 0.00, 0.14, 1.04, 0.00, 0.00, 0.06, 0.36, 0.74, 0.00, 0.99, 0.30, 1.62, 0.00, 0.71, 0.00, 0.04, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
