frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.88, 1, 0.00, 0.00, 0.76, 0.38, 0.00, 0.00, 0.00, 0.27, 0.00, 0.00, 0.71, 1.12, 0.00, 0.56, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2, 0, 0.040, 0.98, 1, 0.00, 0.00, 0.90, 0.21, 0.00, 0.00, 0.00, 0.48, 0.00, 0.00, 0.97, 1.30, 0.00, 0.25, 0.03, 0.18, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3, 0, 0.080, 0.98, 1, 0.00, 0.00, 0.98, 0.13, 0.00, 0.00, 0.01, 0.54, 0.00, 0.00, 1.09, 1.30, 0.00, 0.07, 0.07, 0.25, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4, 0, 0.120, 0.98, 1, 0.00, 0.00, 1.03, 0.07, 0.00, 0.00, 0.12, 0.50, 0.00, 0.00, 1.09, 1.14, 0.00, 0.00, 0.16, 0.34, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5, 0, 0.160, 0.98, 1, 0.00, 0.00, 1.03, 0.07, 0.00, 0.00, 0.16, 0.40, 0.00, 0.00, 1.09, 0.99, 0.00, 0.00, 0.18, 0.42, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6, 0, 0.200, 0.98, 1, 0.09, 0.00, 1.12, 0.02, 0.00, 0.00, 0.15, 0.36, 0.00, 0.00, 1.04, 0.77, 0.00, 0.00, 0.16, 0.38, 0.41, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7, 0, 0.240, 0.98, 1, 0.24, 0.00, 1.17, 0.00, 0.00, 0.00, 0.04, 0.23, 0.00, 0.00, 1.00, 0.56, 0.00, 0.00, 0.11, 0.31, 0.94, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
8, 0, 0.280, 0.88, 1, 0.37, 0.00, 1.29, 0.00, 0.00, 0.00, 0.01, 0.19, 0.00, 0.00, 0.91, 0.37, 0.00, 0.00, 0.12, 0.37, 1.42, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
9, 0, 0.320, 0.88, 1, 0.35, 0.00, 1.29, 0.00, 0.00, 0.00, 0.01, 0.19, 0.00, 0.00, 0.87, 0.31, 0.00, 0.00, 0.19, 0.54, 1.45, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
10, 0, 0.360, 0.88, 1, 0.24, 0.00, 1.27, 0.00, 0.00, 0.12, 0.01, 0.17, 0.00, 0.00, 0.62, 0.26, 0.00, 0.00, 0.16, 0.64, 1.18, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
11, 0, 0.400, 0.88, 1, 0.15, 0.00, 1.22, 0.22, 0.00, 0.12, 0.00, 0.11, 0.00, 0.00, 0.35, 0.25, 0.00, 0.00, 0.11, 0.66, 0.81, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
12, 0, 0.440, 0.93, 1, 0.13, 0.00, 1.17, 0.41, 0.00, 0.12, 0.00, 0.00, 0.00, 0.00, 0.08, 0.21, 0.00, 0.00, 0.02, 0.64, 0.48, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
13, 0, 0.480, 0.93, 1, 0.09, 0.00, 1.10, 0.48, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.00, 0.23, 0.00, 0.00, 0.00, 0.61, 0.30, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
14, 0, 0.520, 0.98, 1, 0.08, 0.00, 1.04, 0.33, 0.00, 0.08, 0.01, 0.00, 0.00, 0.00, 0.00, 0.33, 0.00, 0.00, 0.00, 0.64, 0.32, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
15, 0, 0.560, 0.98, 1, 0.04, 0.00, 1.08, 0.29, 0.00, 0.13, 0.04, 0.00, 0.00, 0.00, 0.00, 0.33, 0.00, 0.00, 0.00, 0.95, 0.25, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
16, 0, 0.600, 0.93, 1, 0.04, 0.00, 1.18, 0.33, 0.00, 0.13, 0.09, 0.00, 0.00, 0.00, 0.00, 0.22, 0.00, 0.00, 0.00, 1.23, 0.23, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00
17, 0, 0.640, 0.93, 1, 0.00, 0.00, 1.25, 0.26, 0.00, 0.06, 0.11, 0.00, 0.00, 0.00, 0.00, 0.07, 0.00, 0.00, 0.00, 1.22, 0.11, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00
18, 0, 0.680, 0.93, 1, 0.00, 0.00, 1.20, 0.10, 0.00, 0.00, 0.07, 0.00, 0.00, 0.00, 0.00, 0.02, 0.00, 0.00, 0.00, 1.02, 0.09, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00
19, 0, 0.720, 0.93, 1, 0.00, 0.00, 1.18, 0.00, 0.00, 0.00, 0.05, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.85, 0.04, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00
20, 0, 0.760, 0.93, 1, 0.00, 0.00, 1.11, 0.00, 0.00, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.73, 0.10, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00
21, 0, 0.800, 0.93, 1, 0.00, 0.00, 1.18, 0.00, 0.00, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.52, 0.16, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
22, 0, 0.840, 0.88, 1, 0.00, 0.00, 1.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.05, 0.00, 0.00, 0.00, 0.36, 0.19, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
23, 0, 0.880, 0.88, 1, 0.00, 0.00, 1.19, 0.00, 0.00, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.05, 0.00, 0.00, 0.09, 0.61, 0.11, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
24, 0, 0.920, 0.88, 1, 0.00, 0.00, 1.18, 0.00, 0.00, 0.06, 0.00, 0.00, 0.00, 0.00, 0.00, 0.05, 0.00, 0.00, 0.19, 0.96, 0.04, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
25, 0, 0.960, 0.88, 1, 0.00, 0.00, 1.28, 0.00, 0.00, 0.06, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.35, 1.13, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
26, 0, 1.000, 0.88, 1, 0.00, 0.00, 1.35, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.56, 1.13, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
27, 0, 1.040, 0.88, 1, 0.00, 0.00, 1.32, 0.02, 0.00, 0.00, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.69, 0.96, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
28, 0, 1.080, 0.88, 1, 0.00, 0.00, 1.28, 0.07, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00, 0.64, 0.75, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
29, 0, 1.120, 0.88, 1, 0.00, 0.00, 1.17, 0.13, 0.00, 0.00, 0.01, 0.00, 0.00, 0.00, 0.00, 0.01, 0.00, 0.00, 0.49, 0.45, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
30, 0, 1.160, 0.88, 1, 0.00, 0.00, 1.14, 0.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.15, 0.00, 0.00, 0.28, 0.19, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
31, 0, 1.200, 0.88, 1, 0.00, 0.00, 1.13, 0.11, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.37, 0.00, 0.00, 0.19, 0.07, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
