frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.98, 1, 0.00, 0.00, 0.82, 0.00, 0.00, 0.00, 0.33, 0.62, 0.33, 0.00, 0.13, 1.32, 0.00, 0.41, 0.07, 0.52, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2, 0, 0.037, 0.98, 1, 0.07, 0.00, 0.91, 0.00, 0.00, 0.00, 0.20, 0.76, 0.33, 0.00, 0.19, 1.10, 0.00, 0.14, 0.02, 0.38, 0.17, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
3, 0, 0.074, 0.98, 1, 0.12, 0.02, 0.97, 0.00, 0.00, 0.00, 0.14, 0.86, 0.34, 0.00, 0.24, 0.90, 0.00, 0.00, 0.00, 0.35, 0.17, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4, 0, 0.111, 0.98, 1, 0.13, 0.02, 1.05, 0.00, 0.00, 0.00, 0.10, 0.85, 0.33, 0.00, 0.27, 0.80, 0.00, 0.00, 0.00, 0.45, 0.08, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5, 0, 0.148, 0.98, 1, 0.15, 0.02, 1.11, 0.00, 0.00, 0.00, 0.05, 0.87, 0.34, 0.00, 0.31, 0.83, 0.00, 0.00, 0.00, 0.40, 0.05, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6, 0, 0.185, 0.98, 1, 0.15, 0.01, 1.17, 0.00, 0.00, 0.00, 0.02, 0.88, 0.34, 0.00, 0.33, 0.81, 0.00, 0.00, 0.00, 0.39, 0.12, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7, 0, 0.222, 0.98, 1, 0.22, 0.02, 1.20, 0.00, 0.00, 0.00, 0.05, 0.88, 0.34, 0.02, 0.33, 0.74, 0.00, 0.00, 0.00, 0.31, 0.21, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
8, 0, 0.259, 0.98, 1, 0.24, 0.01, 1.21, 0.00, 0.00, 0.00, 0.07, 0.88, 0.33, 0.02, 0.31, 0.60, 0.00, 0.00, 0.00, 0.35, 0.23, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
9, 0, 0.296, 0.98, 1, 0.28, 0.01, 1.21, 0.00, 0.00, 0.00, 0.08, 0.84, 0.32, 0.02, 0.27, 0.57, 0.00, 0.00, 0.00, 0.31, 0.21, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
10, 0, 0.333, 0.98, 1, 0.23, 0.00, 1.14, 0.00, 0.00, 0.00, 0.06, 0.85, 0.34, 0.00, 0.27, 0.53, 0.00, 0.00, 0.00, 0.33, 0.20, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
