frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.98, 1, 0.28, 0.00, 1.60, 0.00, 0.31, 0.00, 0.40, 1.89, 0.46, 0.10, 0.00, 0.00, 0.39, 0.00, 0.77, 1.46, 0.13, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00
2, 0, 0.033, 0.98, 1, 0.50, 0.00, 1.69, 0.00, 0.33, 0.00, 0.25, 2.17, 0.62, 0.39, 0.06, 0.02, 0.65, 0.00, 0.66, 1.24, 0.13, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00
3, 0, 0.067, 0.98, 1, 0.60, 0.00, 1.76, 0.00, 0.32, 0.00, 0.11, 2.38, 0.73, 0.56, 0.12, 0.12, 0.66, 0.00, 0.56, 1.01, 0.18, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00
4, 0, 0.100, 0.88, 1, 0.66, 0.14, 1.80, 0.00, 0.22, 0.00, 0.08, 2.57, 0.83, 0.66, 0.12, 0.36, 0.44, 0.00, 0.34, 0.86, 0.27, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00
5, 0, 0.133, 0.88, 1, 0.71, 0.22, 1.74, 0.00, 0.10, 0.00, 0.06, 2.65, 0.91, 0.74, 0.26, 0.69, 0.22, 0.00, 0.16, 0.67, 0.48, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
6, 0, 0.167, 0.98, 1, 0.70, 0.22, 1.61, 0.00, 0.00, 0.00, 0.06, 2.61, 1.00, 0.81, 0.47, 0.96, 0.13, 0.05, 0.00, 0.51, 0.63, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7, 0, 0.200, 0.98, 1, 0.64, 0.11, 1.46, 0.00, 0.00, 0.00, 0.00, 2.41, 1.01, 0.85, 0.65, 1.04, 0.11, 0.11, 0.00, 0.22, 0.67, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
8, 0, 0.234, 0.98, 1, 0.60, 0.08, 1.37, 0.00, 0.00, 0.00, 0.00, 2.23, 1.05, 0.89, 0.65, 1.04, 0.10, 0.17, 0.00, 0.09, 0.62, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
9, 0, 0.267, 0.88, 1, 0.63, 0.08, 1.33, 0.00, 0.00, 0.00, 0.00, 2.16, 1.09, 0.96, 0.73, 1.07, 0.14, 0.19, 0.00, 0.00, 0.51, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
10, 0, 0.300, 0.88, 1, 0.60, 0.06, 1.33, 0.00, 0.00, 0.00, 0.00, 2.10, 1.12, 0.88, 0.81, 1.15, 0.19, 0.17, 0.00, 0.00, 0.40, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
11, 0, 0.334, 0.88, 1, 0.54, 0.00, 1.29, 0.00, 0.00, 0.00, 0.00, 2.05, 1.14, 0.77, 0.89, 1.19, 0.23, 0.18, 0.00, 0.00, 0.30, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
12, 0, 0.367, 0.88, 1, 0.51, 0.07, 1.26, 0.00, 0.00, 0.00, 0.00, 1.98, 1.11, 0.58, 0.80, 1.24, 0.26, 0.14, 0.00, 0.00, 0.20, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
13, 0, 0.400, 0.88, 1, 0.57, 0.07, 1.22, 0.00, 0.00, 0.00, 0.00, 1.91, 1.08, 0.38, 0.82, 1.27, 0.29, 0.11, 0.00, 0.00, 0.21, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
14, 0, 0.434, 0.88, 1, 0.71, 0.07, 1.21, 0.00, 0.03, 0.00, 0.00, 1.99, 1.15, 0.33, 0.86, 1.27, 0.34, 0.03, 0.00, 0.00, 0.62, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
