frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.98, 1, 0.00, 0.00, 0.54, 0.00, 1.60, 1.13, 0.73, 0.47, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 2.06, 1.38, 1.06, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
2, 0, 0.033, 0.98, 1, 0.00, 0.00, 0.55, 0.06, 1.63, 1.15, 0.73, 0.48, 0.00, 0.04, 0.00, 0.00, 0.00, 0.00, 2.08, 1.34, 1.02, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
3, 0, 0.067, 0.98, 1, 0.00, 0.00, 0.56, 0.13, 1.65, 1.13, 0.75, 0.46, 0.00, 0.07, 0.00, 0.00, 0.00, 0.00, 2.11, 1.35, 0.96, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
4, 0, 0.100, 0.98, 1, 0.00, 0.00, 0.49, 0.16, 1.65, 0.98, 0.72, 0.43, 0.00, 0.05, 0.00, 0.00, 0.00, 0.00, 2.16, 1.36, 1.21, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
5, 0, 0.133, 0.98, 1, 0.00, 0.00, 0.30, 0.14, 1.62, 0.76, 0.60, 0.29, 0.00, 0.03, 0.00, 0.00, 0.00, 0.00, 1.98, 1.21, 1.63, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
6, 0, 0.167, 0.98, 1, 0.00, 0.00, 0.12, 0.07, 1.59, 0.52, 0.40, 0.15, 0.03, 0.01, 0.00, 0.00, 0.15, 0.00, 1.60, 0.83, 1.91, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00
7, 0, 0.200, 0.98, 1, 0.00, 0.00, 0.00, 0.04, 1.61, 0.55, 0.18, 0.01, 0.10, 0.09, 0.00, 0.04, 0.22, 0.00, 1.01, 0.45, 1.83, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00
8, 0, 0.234, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 1.65, 0.82, 0.05, 0.01, 0.20, 0.20, 0.00, 0.11, 0.32, 0.00, 0.64, 0.19, 1.68, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00
9, 0, 0.267, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 1.71, 1.00, 0.00, 0.03, 0.29, 0.30, 0.00, 0.15, 0.28, 0.00, 0.46, 0.11, 1.70, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00
10, 0, 0.300, 0.98, 1, 0.00, 0.00, 0.00, 0.00, 1.79, 1.24, 0.00, 0.14, 0.31, 0.24, 0.00, 0.26, 0.35, 0.00, 0.36, 0.15, 1.51, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00
