frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.88, 1, 0.00, 0.24, 0.63, 0.02, 0.86, 0.01, 0.00, 0.44, 0.41, 0.43, 0.00, 0.00, 0.26, 0.02, 0.47, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
2, 0, 0.040, 0.93, 1, 0.59, 0.81, 1.22, 0.01, 1.15, 0.26, 0.00, 0.45, 0.44, 0.65, 0.04, 0.68, 0.49, 0.07, 0.67, 0.23, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
3, 0, 0.080, 0.98, 1, 0.89, 1.20, 1.31, 0.00, 1.25, 0.43, 0.00, 0.44, 0.50, 0.74, 0.04, 0.92, 0.68, 0.07, 0.83, 0.36, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
4, 0, 0.120, 0.88, 1, 0.88, 1.19, 0.92, 0.00, 1.12, 0.44, 0.00, 0.56, 0.58, 0.47, 0.00, 0.73, 0.73, 0.02, 0.91, 0.36, 0.09, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
5, 0, 0.160, 0.88, 1, 0.80, 1.06, 0.73, 0.00, 1.04, 0.52, 0.00, 0.70, 0.62, 0.37, 0.00, 0.61, 0.67, 0.04, 0.93, 0.47, 0.19, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
6, 0, 0.200, 0.88, 1, 0.64, 0.76, 0.71, 0.00, 0.98, 0.49, 0.00, 0.70, 0.66, 0.42, 0.00, 0.46, 0.44, 0.17, 0.81, 0.52, 0.19, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
7, 0, 0.240, 0.88, 1, 0.56, 0.67, 0.78, 0.00, 0.96, 0.49, 0.00, 0.54, 0.68, 0.65, 0.00, 0.35, 0.32, 0.29, 0.73, 0.54, 0.10, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
8, 0, 0.280, 0.88, 1, 0.59, 0.59, 0.86, 0.00, 0.95, 0.34, 0.00, 0.41, 0.69, 0.80, 0.00, 0.32, 0.20, 0.38, 0.62, 0.53, 0.02, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
9, 0, 0.320, 0.88, 1, 0.81, 0.72, 0.84, 0.00, 0.94, 0.29, 0.00, 0.39, 0.63, 0.76, 0.00, 0.26, 0.30, 0.38, 0.81, 0.65, 0.06, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
10, 0, 0.360, 0.88, 1, 0.92, 0.69, 0.82, 0.00, 0.94, 0.17, 0.00, 0.34, 0.55, 0.75, 0.00, 0.24, 0.42, 0.37, 0.96, 0.77, 0.12, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
11, 0, 0.400, 0.88, 1, 0.93, 0.84, 0.84, 0.00, 0.94, 0.29, 0.00, 0.23, 0.48, 0.67, 0.00, 0.16, 0.51, 0.42, 1.15, 0.73, 0.14, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
12, 0, 0.440, 0.88, 1, 0.70, 0.71, 0.92, 0.00, 0.95, 0.42, 0.00, 0.20, 0.46, 0.54, 0.00, 0.16, 0.52, 0.49, 1.11, 0.62, 0.28, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
13, 0, 0.480, 0.88, 1, 0.59, 0.67, 1.00, 0.00, 0.97, 0.61, 0.00, 0.21, 0.46, 0.49, 0.00, 0.17, 0.47, 0.55, 1.06, 0.53, 0.37, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
14, 0, 0.520, 0.88, 1, 0.55, 0.60, 0.93, 0.00, 1.03, 0.39, 0.00, 0.28, 0.51, 0.53, 0.00, 0.12, 0.41, 0.61, 1.05, 0.56, 0.32, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
15, 0, 0.560, 0.88, 1, 0.70, 0.71, 0.86, 0.05, 1.02, 0.19, 0.00, 0.23, 0.48, 0.71, 0.00, 0.10, 0.35, 0.63, 1.09, 0.56, 0.18, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
16, 0, 0.600, 0.88, 1, 0.83, 0.75, 0.84, 0.27, 1.10, 0.03, 0.00, 0.32, 0.48, 0.73, 0.00, 0.00, 0.38, 0.55, 1.16, 0.63, 0.07, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
17, 0, 0.640, 0.88, 1, 0.89, 0.62, 0.93, 0.49, 1.13, 0.15, 0.00, 0.36, 0.40, 0.78, 0.00, 0.00, 0.44, 0.42, 1.13, 0.65, 0.13, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
18, 0, 0.680, 0.88, 1, 0.86, 0.49, 0.94, 0.70, 1.20, 0.30, 0.00, 0.46, 0.39, 0.72, 0.00, 0.02, 0.44, 0.31, 1.07, 0.64, 0.13, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
19, 0, 0.720, 0.88, 1, 0.90, 0.60, 0.87, 0.62, 1.19, 0.27, 0.00, 0.55, 0.44, 0.80, 0.00, 0.04, 0.39, 0.30, 1.20, 0.37, 0.12, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
20, 0, 0.760, 0.88, 1, 0.91, 0.59, 0.83, 0.58, 1.18, 0.16, 0.00, 0.67, 0.50, 0.79, 0.00, 0.04, 0.33, 0.32, 1.38, 0.17, 0.09, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
21, 0, 0.800, 0.88, 1, 0.95, 0.61, 0.75, 0.38, 1.13, 0.05, 0.00, 0.78, 0.59, 0.79, 0.00, 0.02, 0.43, 0.31, 1.56, 0.00, 0.07, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
22, 0, 0.840, 0.88, 1, 0.87, 0.46, 0.69, 0.35, 1.05, 0.08, 0.00, 0.72, 0.59, 0.72, 0.00, 0.03, 0.46, 0.31, 1.53, 0.00, 0.10, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00
