frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.93, 1, 0.00, 0.00, 1.34, 0.00, 0.00, 0.00, 0.87, 2.54, 0.65, 1.12, 0.51, 0.85, 0.00, 0.00, 0.00, 0.46, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
2, 0, 0.033, 0.98, 1, 0.00, 0.00, 1.44, 0.00, 0.00, 0.00, 0.53, 2.71, 0.86, 1.49, 0.49, 1.10, 0.00, 0.00, 0.00, 0.23, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
3, 0, 0.067, 0.98, 1, 0.00, 0.00, 1.47, 0.00, 0.00, 0.00, 0.32, 2.83, 1.00, 1.70, 0.52, 1.26, 0.00, 0.00, 0.00, 0.07, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
4, 0, 0.100, 0.98, 1, 0.00, 0.00, 1.51, 0.00, 0.00, 0.00, 0.21, 2.94, 1.08, 1.67, 0.56, 1.27, 0.00, 0.00, 0.00, 0.02, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
5, 0, 0.133, 0.98, 1, 0.00, 0.00, 1.52, 0.00, 0.00, 0.00, 0.15, 2.98, 1.13, 1.62, 0.58, 1.18, 0.02, 0.00, 0.00, 0.05, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6, 0, 0.167, 0.98, 1, 0.00, 0.00, 1.58, 0.00, 0.00, 0.00, 0.10, 2.95, 1.17, 1.53, 0.57, 1.09, 0.02, 0.00, 0.00, 0.05, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7, 0, 0.200, 0.98, 1, 0.00, 0.03, 1.55, 0.00, 0.00, 0.00, 0.13, 2.93, 1.19, 1.51, 0.57, 1.13, 0.02, 0.00, 0.00, 0.05, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
8, 0, 0.234, 0.98, 1, 0.00, 0.03, 1.55, 0.00, 0.00, 0.00, 0.14, 2.83, 1.19, 1.44, 0.60, 1.12, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
9, 0, 0.267, 0.98, 1, 0.00, 0.03, 1.51, 0.00, 0.00, 0.00, 0.16, 2.81, 1.18, 1.42, 0.63, 1.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
10, 0, 0.300, 0.98, 1, 0.00, 0.00, 1.56, 0.00, 0.00, 0.00, 0.17, 2.64, 1.16, 1.29, 0.67, 0.95, 0.02, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
11, 0, 0.334, 0.98, 1, 0.00, 0.00, 1.60, 0.00, 0.00, 0.00, 0.21, 2.67, 1.12, 1.39, 0.65, 0.81, 0.16, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
12, 0, 0.367, 0.98, 1, 0.00, 0.00, 1.58, 0.00, 0.00, 0.00, 0.19, 2.62, 1.09, 1.46, 0.68, 0.74, 0.24, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
13, 0, 0.400, 0.98, 1, 0.00, 0.00, 1.50, 0.00, 0.00, 0.00, 0.11, 2.64, 1.03, 1.53, 0.67, 0.69, 0.23, 0.00, 0.04, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
14, 0, 0.434, 0.98, 1, 0.00, 0.00, 1.50, 0.00, 0.05, 0.00, 0.10, 2.63, 0.93, 1.34, 0.49, 0.51, 0.16, 0.00, 0.21, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
15, 0, 0.467, 0.98, 1, 0.00, 0.00, 1.62, 0.00, 0.09, 0.00, 0.14, 2.73, 0.78, 1.07, 0.24, 0.27, 0.14, 0.00, 0.48, 0.12, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
16, 0, 0.501, 0.98, 1, 0.00, 0.00, 1.76, 0.00, 0.16, 0.00, 0.28, 2.88, 0.67, 0.88, 0.03, 0.04, 0.13, 0.00, 0.86, 0.29, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
17, 0, 0.534, 0.98, 1, 0.00, 0.00, 1.81, 0.00, 0.20, 0.00, 0.39, 2.93, 0.59, 0.74, 0.00, 0.00, 0.08, 0.00, 1.11, 0.45, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
18, 0, 0.567, 0.88, 1, 0.00, 0.00, 1.84, 0.00, 0.19, 0.00, 0.50, 2.88, 0.55, 0.55, 0.00, 0.00, 0.08, 0.00, 1.17, 0.68, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
19, 0, 0.601, 0.88, 1, 0.00, 0.00, 1.89, 0.00, 0.13, 0.00, 0.47, 2.86, 0.58, 0.38, 0.00, 0.00, 0.18, 0.00, 1.08, 0.77, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
20, 0, 0.634, 0.88, 1, 0.00, 0.00, 1.89, 0.00, 0.06, 0.00, 0.40, 2.88, 0.66, 0.31, 0.00, 0.00, 0.21, 0.00, 1.08, 0.77, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
21, 0, 0.667, 0.88, 1, 0.00, 0.00, 1.84, 0.00, 0.02, 0.00, 0.24, 2.97, 0.80, 0.43, 0.00, 0.00, 0.26, 0.00, 1.11, 0.48, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
22, 0, 0.701, 0.98, 1, 0.00, 0.00, 1.59, 0.00, 0.03, 0.00, 0.17, 2.93, 0.92, 0.58, 0.12, 0.00, 0.16, 0.00, 1.03, 0.23, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
23, 0, 0.734, 0.88, 1, 0.00, 0.00, 1.39, 0.06, 0.02, 0.00, 0.10, 2.92, 1.01, 0.71, 0.18, 0.00, 0.11, 0.00, 0.75, 0.07, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
24, 0, 0.767, 0.88, 1, 0.00, 0.00, 1.18, 0.11, 0.02, 0.00, 0.17, 2.88, 1.06, 0.83, 0.29, 0.05, 0.00, 0.00, 0.51, 0.01, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
25, 0, 0.801, 0.88, 1, 0.00, 0.00, 1.19, 0.11, 0.02, 0.00, 0.21, 2.91, 1.09, 0.82, 0.30, 0.05, 0.00, 0.00, 0.50, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
26, 0, 0.834, 0.88, 1, 0.00, 0.06, 1.17, 0.05, 0.00, 0.00, 0.27, 2.91, 1.07, 0.82, 0.35, 0.05, 0.00, 0.00, 0.60, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
27, 0, 0.868, 0.88, 1, 0.00, 0.06, 1.15, 0.02, 0.00, 0.00, 0.30, 2.99, 1.05, 0.86, 0.36, 0.00, 0.00, 0.00, 0.75, 0.01, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
28, 0, 0.901, 0.88, 1, 0.03, 0.06, 1.13, 0.02, 0.00, 0.00, 0.35, 3.06, 1.06, 0.89, 0.26, 0.00, 0.00, 0.00, 0.83, 0.06, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
29, 0, 0.934, 0.98, 1, 0.03, 0.01, 1.25, 0.02, 0.00, 0.00, 0.37, 3.09, 1.11, 0.92, 0.22, 0.00, 0.04, 0.00, 0.82, 0.11, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
30, 0, 0.968, 0.98, 1, 0.03, 0.07, 1.36, 0.00, 0.00, 0.00, 0.37, 3.05, 1.15, 0.82, 0.23, 0.00, 0.04, 0.00, 0.87, 0.10, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
31, 0, 1.001, 0.98, 1, 0.00, 0.10, 1.44, 0.00, 0.00, 0.00, 0.34, 3.00, 1.14, 0.85, 0.21, 0.00, 0.09, 0.00, 0.84, 0.14, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
32, 0, 1.034, 0.98, 1, 0.00, 0.10, 1.40, 0.00, 0.00, 0.00, 0.28, 2.99, 1.14, 0.71, 0.17, 0.00, 0.06, 0.00, 0.92, 0.09, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
33, 0, 1.068, 0.98, 1, 0.00, 0.04, 1.42, 0.00, 0.00, 0.00, 0.22, 2.95, 1.14, 0.69, 0.15, 0.00, 0.06, 0.00, 0.91, 0.14, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
34, 0, 1.101, 0.98, 1, 0.00, 0.00, 1.40, 0.00, 0.00, 0.00, 0.18, 2.94, 1.17, 0.60, 0.17, 0.00, 0.00, 0.00, 0.97, 0.11, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
35, 0, 1.134, 0.98, 1, 0.00, 0.00, 1.28, 0.00, 0.00, 0.00, 0.16, 2.78, 1.16, 0.53, 0.15, 0.04, 0.00, 0.00, 0.83, 0.25, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00
