frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.88, 1, 0.00, 0.00, 1.20, 0.00, 0.24, 0.92, 0.35, 3.06, 0.23, 0.00, 0.00, 1.97, 0.13, 1.20, 0.73, 1.57, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
2, 0, 0.033, 0.88, 1, 0.00, 0.00, 1.40, 0.00, 0.17, 1.19, 0.38, 3.00, 0.17, 0.00, 0.00, 2.03, 0.04, 1.06, 0.71, 1.55, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
3, 0, 0.067, 0.88, 1, 0.00, 0.00, 1.46, 0.00, 0.17, 1.33, 0.43, 2.96, 0.12, 0.00, 0.00, 2.05, 0.00, 0.88, 0.74, 1.68, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00
4, 0, 0.100, 0.88, 1, 0.00, 0.00, 1.47, 0.00, 0.17, 1.21, 0.43, 2.82, 0.09, 0.00, 0.00, 1.97, 0.00, 0.68, 0.66, 1.59, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
5, 0, 0.133, 0.88, 1, 0.00, 0.00, 1.45, 0.00, 0.26, 1.10, 0.39, 2.62, 0.07, 0.00, 0.00, 1.80, 0.00, 0.45, 0.48, 1.34, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
6, 0, 0.167, 0.88, 1, 0.00, 0.00, 1.48, 0.00, 0.32, 1.10, 0.34, 2.39, 0.04, 0.00, 0.00, 1.62, 0.00, 0.23, 0.30, 0.87, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
7, 0, 0.200, 0.88, 1, 0.00, 0.00, 1.60, 0.00, 0.30, 1.16, 0.27, 2.22, 0.00, 0.00, 0.00, 1.44, 0.00, 0.06, 0.18, 0.60, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
8, 0, 0.233, 0.88, 1, 0.00, 0.00, 1.58, 0.00, 0.31, 1.34, 0.24, 2.09, 0.00, 0.00, 0.00, 1.32, 0.00, 0.00, 0.27, 0.48, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
9, 0, 0.267, 0.88, 1, 0.00, 0.00, 1.56, 0.00, 0.29, 1.35, 0.28, 1.90, 0.02, 0.00, 0.00, 1.20, 0.00, 0.00, 0.27, 0.48, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
10, 0, 0.300, 0.88, 1, 0.00, 0.00, 1.44, 0.00, 0.33, 1.27, 0.37, 1.91, 0.03, 0.00, 0.00, 1.17, 0.00, 0.00, 0.47, 0.40, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
11, 0, 0.333, 0.88, 1, 0.00, 0.00, 1.49, 0.00, 0.35, 1.35, 0.50, 1.95, 0.08, 0.00, 0.00, 1.10, 0.00, 0.00, 0.54, 0.39, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
