frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.88, 1, 0.47, 0.68, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.78, 0.09, 1.12, 0.00, 0.66, 0.72, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
2, 0, 0.033, 0.88, 1, 0.23, 0.25, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.17, 0.00, 0.73, 0.39, 0.92, 0.00, 0.64, 0.66, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
3, 0, 0.067, 0.88, 1, 0.07, 0.07, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.36, 0.00, 0.64, 0.49, 0.75, 0.02, 0.71, 0.60, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
4, 0, 0.100, 0.88, 1, 0.10, 0.09, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.50, 0.00, 0.58, 0.46, 0.63, 0.05, 0.89, 0.59, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
5, 0, 0.133, 0.88, 1, 0.09, 0.15, 0.00, 0.01, 0.00, 0.00, 0.00, 0.00, 0.00, 0.50, 0.00, 0.53, 0.55, 0.54, 0.08, 1.03, 0.57, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6, 0, 0.167, 0.88, 1, 0.20, 0.27, 0.00, 0.04, 0.00, 0.00, 0.00, 0.00, 0.01, 0.49, 0.00, 0.52, 0.66, 0.55, 0.06, 1.16, 0.60, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7, 0, 0.200, 0.88, 1, 0.27, 0.43, 0.00, 0.12, 0.00, 0.00, 0.00, 0.00, 0.02, 0.52, 0.00, 0.53, 0.84, 0.56, 0.03, 1.25, 0.66, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
8, 0, 0.233, 0.82, 1, 0.39, 0.55, 0.00, 0.16, 0.00, 0.00, 0.00, 0.00, 0.04, 0.59, 0.00, 0.55, 0.87, 0.61, 0.00, 1.41, 0.63, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
9, 0, 0.267, 0.82, 1, 0.42, 0.58, 0.00, 0.23, 0.00, 0.00, 0.00, 0.00, 0.05, 0.64, 0.00, 0.57, 0.85, 0.61, 0.06, 1.47, 0.62, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
10, 0, 0.300, 0.82, 1, 0.46, 0.63, 0.00, 0.22, 0.00, 0.00, 0.00, 0.00, 0.07, 0.68, 0.00, 0.56, 0.74, 0.61, 0.11, 1.50, 0.65, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
11, 0, 0.333, 0.82, 1, 0.48, 0.73, 0.00, 0.22, 0.00, 0.00, 0.00, 0.00, 0.06, 0.70, 0.00, 0.55, 0.68, 0.55, 0.16, 1.42, 0.62, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
12, 0, 0.367, 0.88, 1, 0.42, 0.71, 0.00, 0.16, 0.00, 0.00, 0.00, 0.00, 0.07, 0.73, 0.00, 0.59, 0.64, 0.48, 0.11, 1.38, 0.64, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
13, 0, 0.400, 0.88, 1, 0.37, 0.59, 0.00, 0.09, 0.00, 0.00, 0.00, 0.00, 0.05, 0.74, 0.00, 0.58, 0.61, 0.35, 0.09, 1.22, 0.60, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
