frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1, 0, 0.000, 0.88, 1, 0.00, 0.00, 0.00, 0.27, 0.00, 0.00, 0.00, 0.48, 0.21, 0.00, 0.37, 2.64, 0.17, 2.01, 0.00, 0.74, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
2, 0, 0.033, 0.98, 1, 0.17, 0.01, 0.00, 0.27, 0.00, 0.00, 0.00, 0.49, 0.23, 0.00, 0.72, 1.89, 0.06, 1.05, 0.00, 0.31, 0.13, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
3, 0, 0.067, 0.98, 1, 0.29, 0.01, 0.07, 0.36, 0.00, 0.00, 0.00, 0.45, 0.27, 0.00, 0.92, 1.43, 0.00, 0.46, 0.00, 0.06, 0.25, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
4, 0, 0.100, 0.98, 1, 0.29, 0.00, 0.22, 0.32, 0.00, 0.00, 0.00, 0.47, 0.28, 0.02, 0.87, 1.28, 0.00, 0.30, 0.00, 0.00, 0.25, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
5, 0, 0.133, 0.98, 1, 0.29, 0.00, 0.39, 0.19, 0.00, 0.00, 0.00, 0.51, 0.30, 0.02, 0.75, 1.11, 0.00, 0.25, 0.03, 0.00, 0.12, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
6, 0, 0.167, 0.98, 1, 0.29, 0.00, 0.50, 0.00, 0.00, 0.00, 0.00, 0.63, 0.30, 0.02, 0.60, 0.96, 0.00, 0.21, 0.11, 0.04, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
7, 0, 0.200, 0.98, 1, 0.30, 0.00, 0.54, 0.00, 0.00, 0.00, 0.00, 0.66, 0.33, 0.00, 0.42, 0.72, 0.00, 0.12, 0.47, 0.32, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
8, 0, 0.234, 0.98, 1, 0.25, 0.00, 0.52, 0.00, 0.00, 0.00, 0.00, 0.72, 0.37, 0.00, 0.31, 0.53, 0.00, 0.05, 0.90, 0.61, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
9, 0, 0.267, 0.98, 1, 0.27, 0.00, 0.48, 0.00, 0.00, 0.00, 0.00, 0.77, 0.40, 0.00, 0.20, 0.35, 0.00, 0.00, 1.25, 0.86, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
10, 0, 0.300, 0.98, 1, 0.35, 0.00, 0.44, 0.00, 0.00, 0.00, 0.00, 0.78, 0.41, 0.00, 0.25, 0.37, 0.00, 0.03, 1.08, 0.70, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
